0 ,25,0,104,0 ,0,20,9,0,0,0,10,0,0,0,5,0,2,0,0,0,0,0,0,0
44,0 ,0,0  ,0 ,0,0 ,0,0,0,0,8 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,9,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0 ,0,0  ,0 ,0,0 ,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,8,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,14,0,0 ,0,0,0,0,0 ,0,0,0,0,2,0,0,0,0,0,0,0,0
93,0 ,0,0  ,0 ,0,0 ,3,0,0,0,6 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,2,0  ,0 ,0,0 ,0,0,0,0,4 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2 ,0,0  ,0 ,0,1 ,4,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
1 ,0 ,0,5  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,1,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,1,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0 ,0,0  ,0 ,0,0 ,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0
