0 ,0,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,0,0 ,6  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,0,0 ,0  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,7,0 ,0  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,2,4,0,3,0,0,3,0,0,0,0 ,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0 ,0,0 ,0,0,0 ,0 ,29,0,0,0 ,0  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,0,0 ,0  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,0,0 ,0  ,1,0 ,0 ,0,47,0,0,0 ,0,0,0,0 ,0,0,3 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,1,0,0 ,0,0 ,0,6,16,2 ,0 ,1,0,0 ,12 ,0,0 ,1 ,0,0 ,0,0,1 ,0,0,3,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,9,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,0,0 ,0  ,0,0 ,26,3,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,1,0,0,0,0 ,0,0,0,5,0,0,3,0,1,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,1,0,0 ,0,0 ,8,3,0 ,14,0 ,3,0,9 ,109,0,61,5 ,0,0 ,0,0,13,0,0,1,0 ,0,0,0 ,5,2,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,1,0 ,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,0,0,22,0,0 ,8,0,28,0 ,45,0,0,0 ,15 ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0 ,0,0 ,0,0,0 ,2 ,0 ,0,0,0 ,1  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,1,0,0 ,0,0 ,4,1,69,0 ,0 ,0,0,0 ,5  ,0,0 ,1 ,0,0 ,0,0,0 ,0,0,1,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,0,2 ,2  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0,0,0 ,0,0 ,0,0,0 ,0 ,0 ,0,0,0 ,3  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 ,0,0,0 ,0,0 ,1,0,9 ,1 ,0 ,0,0,1 ,0  ,0,0 ,0 ,0,0 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 ,0,0,0 ,0,2 ,0,0,0 ,0 ,0 ,0,0,0 ,0  ,0,0 ,0 ,0,2 ,0,0,0 ,0,0,0,0 ,0,0,0 ,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
