0 ,46,9 ,0,14,0,10,15,0,0,0
20,0 ,13,1,40,0,1 ,11,2,0,0
27,32,0 ,5,36,0,2 ,8 ,7,0,0
11,27,9 ,0,15,5,1 ,4 ,1,0,0
1 ,4 ,0 ,4,0 ,2,0 ,0 ,0,0,0
0 ,1 ,0 ,2,0 ,0,0 ,0 ,0,0,0
10,13,2 ,0,6 ,0,0 ,1 ,1,0,0
11,14,0 ,0,15,0,0 ,0 ,1,0,0
3 ,12,6 ,4,11,0,1 ,1 ,0,0,0
0 ,10,0 ,0,1 ,0,0 ,1 ,0,0,0
0 ,0 ,0 ,0,0 ,0,0 ,0 ,0,0,0
