level,algorithm,dist
code2vec,infomap,0.12540131511468966
code2vec,infomap,-0.022572879336446583
code2vec,infomap,0.1336678253365544
code2vec,infomap,0.10816562553434161
code2vec,infomap,0.18696857059556737
code2vec,infomap,-0.14639665204536445
code2vec,infomap,-0.13963511605386758
code2vec,infomap,-0.05011077620018123
code2vec,infomap,0.06176920975705935
code2vec,infomap,0.16509252152989218
code2vec,infomap,
code2vec,infomap,-0.2567802595397607
code2vec,infomap,-0.3794933412721921
code2vec,infomap,0.014918066219189896
code2vec,infomap,0.17843888789522633
code2vec,infomap,-0.3225414176847966
code2vec,infomap,-0.3066115529932324
code2vec,infomap,0.007423174068611371
code2vec,infomap,-0.21358093367021908
code2vec,infomap,0.02786476389898762
code2vec,infomap,-0.1523587448552155
code2vec,infomap,-0.4065873356929208
code2vec,infomap,-0.2759257538748639
code2vec,infomap,0.024955081590921524
code2vec,infomap,0.12988239551797298
code2vec,infomap,0.16731076145684032
code2vec,infomap,0.1049312953473337
code2vec,infomap,-0.03453280956071492
code2vec,infomap,-0.4035242224930945
code2vec,infomap,0.054301272398411427
code2vec,infomap,-0.4433045161863063
code2vec,infomap,-0.46442335545010266
code2vec,infomap,0.021653450861781054
code2vec,infomap,-0.02744814877158752
code2vec,infomap,-0.3194867639846931
code2vec,infomap,-0.3864644375997571
code2vec,infomap,0.06375425913553745
code2vec,infomap,0.19828338626531572
code2vec,infomap,-0.38790257877034806
code2vec,infomap,0.1329745890661861
code2vec,infomap,0.06892592267861519
code2vec,infomap,0.12558168385469604
code2vec,infomap,-0.4649705160423188
code2vec,infomap,0.08340130887779629
code2vec,infomap,-0.030337316354334565
code2vec,infomap,-0.5120945888528553
code2vec,infomap,-0.13763756114818915
code2vec,infomap,-0.13157227142879002
code2vec,infomap,0.16166961717319273
code2vec,infomap,0.11506996794622681
code2vec,infomap,0.2271430849373164
code2vec,infomap,-0.03230941203622484
code2vec,infomap,-0.24804206486893732
code2vec,infomap,-0.3335733282208235
code2vec,infomap,-0.05249304798419485
code2vec,infomap,-0.4631096385397955
code2vec,infomap,-0.3904271900382026
code2vec,infomap,-0.277967248324972
code2vec,infomap,0.06900742683856287
code2vec,infomap,-0.3185803472316666
code2vec,infomap,0.1807853346728583
code2vec,infomap,-0.25023914274914183
code2vec,infomap,0.0760122061926658
code2vec,infomap,-0.1705895844799582
code2vec,infomap,-0.14945805148313818
code2vec,infomap,-0.1210725612498148
code2vec,infomap,-0.33760494552374676
code2vec,infomap,0.09732682725449937
code2vec,infomap,-0.16774241459806472
code2vec,infomap,0.05303544310353192
code2vec,infomap,0.1272128118292739
package,leiden,-0.044360925134625306
package,leiden,-0.045108529240523
package,leiden,-0.05694619852161964
package,leiden,0.0431925495002079
package,leiden,-0.012051728453074118
package,leiden,-0.09942363534416854
package,leiden,-0.15666964000101646
package,leiden,0.03793681242967728
package,leiden,-0.07766182191359261
package,leiden,-0.015726873859040813
package,leiden,-0.0012309505130485565
package,leiden,0.0770120068082536
package,leiden,-0.06993976799180013
package,leiden,-0.14544401080097324
package,leiden,-0.1675959901656764
package,leiden,0.09865963237628217
package,leiden,-0.0645255982133045
package,leiden,-0.09135074183250946
package,leiden,-0.017526201316594325
package,leiden,-0.04472656081666426
package,leiden,-0.06422253372769504
package,leiden,-0.2054040668607241
package,leiden,0.08735335267843991
package,leiden,-0.01714138446777258
package,leiden,-0.06336440526354281
package,leiden,-0.09943457708008485
package,leiden,0.013220313485686641
package,leiden,-0.0712919168068823
package,leiden,-0.018983649650444523
package,leiden,0.05820854980536827
package,leiden,0.027308642412132156
package,leiden,-0.17422641136858597
package,leiden,-0.16635886357588603
package,leiden,-0.14454547742964075
package,leiden,0.00731206028509368
package,leiden,-0.012458155197826004
package,leiden,-0.01298253069301658
package,leiden,0.019991787122531468
package,leiden,-0.06889118614996126
package,leiden,-0.11888201753690208
package,leiden,-0.10494469479766455
package,leiden,-0.09175812488034296
package,leiden,-0.1600424450079253
package,leiden,-0.09623862582838938
package,leiden,-0.09473549012802807
package,leiden,-0.016840914204946822
package,leiden,-0.04071412768835292
package,leiden,-0.04432912917600129
package,leiden,-0.08608054089514472
package,leiden,-0.05325989833879252
package,leiden,-0.17591751511093157
package,leiden,-0.06796453921397172
package,leiden,-0.015889754676929324
package,leiden,-0.032798146375043746
package,leiden,-0.02031431710199505
package,leiden,-0.06725522968913966
package,leiden,-0.05562706371380399
package,leiden,-0.06353521245550953
package,leiden,-0.033765079592671166
package,leiden,-0.11275351241817289
package,leiden,-0.010539103706810105
package,leiden,-0.13500787966078498
package,leiden,-0.0867444712640929
package,leiden,-0.027682324733695585
package,leiden,0.05748043960785809
package,leiden,0.01017648600390475
package,leiden,0.10345832124937326
package,leiden,0.008438106912803
package,leiden,-0.017074723367654032
package,leiden,-0.0687514597077089
package,leiden,-0.04989774729033347
package,leiden,-0.011253599553453286
package,leiden,-0.08252836361773652
package,leiden,-0.04053121299180118
package,leiden,-0.12221509447085432
package,leiden,-0.04816480569490744
package,leiden,-0.04842826254417554
package,leiden,-0.023384603020298766
package,leiden,0.05773179424743202
package,leiden,0.09098159264107686
package,leiden,-0.15477770221040177
package,leiden,-0.039242908236990726
package,leiden,-0.058355514236820394
package,leiden,0.08398428068128094
package,leiden,-0.03877432365253508
package,leiden,0.04503755097635753
package,leiden,-0.04611573933784252
package,leiden,-0.03581824577215409
package,leiden,-0.02136809464828804
package,leiden,-0.036165201223735566
package,leiden,-0.019011440599338125
package,leiden,-0.010018075599767973
package,leiden,-0.019102724641613555
package,leiden,0.012585373315885495
package,leiden,0.013402796716425858
package,leiden,0.034017516780610935
package,leiden,-0.022179159037967522
package,leiden,0.032560729399973565
package,leiden,-0.08909075123518284
package,leiden,-0.02752606262239221
package,leiden,-0.07506229855844615
package,leiden,0.017665403188842466
package,leiden,-0.04513709221650075
package,leiden,0.01752110396918438
package,leiden,-0.15374835753681237
package,leiden,-0.0718096525935692
package,leiden,-0.029063558623086627
package,leiden,0.026020746354896263
package,leiden,-0.08640313660339916
package,leiden,-0.009223595395474127
package,leiden,-0.001810755457213764
package,leiden,0.06374480036175545
package,leiden,-0.12396752944877731
package,leiden,-0.046594867233774595
package,leiden,-0.05886368157761879
package,leiden,0.047945987069039075
package,leiden,-0.15466963233645126
package,leiden,-0.0490886736157331
package,leiden,-0.1206884270316313
package,leiden,-0.20788471599669422
package,leiden,-0.12181601838036671
package,leiden,-0.057372358087467656
package,leiden,0.01488756628192911
package,leiden,-0.035695021023369966
package,leiden,-0.07775164185993322
package,leiden,0.08797715418527774
package,leiden,-0.02883932635465858
package,leiden,-0.17682684555702133
package,leiden,-0.005333690199700092
package,leiden,0.027640276225051275
package,leiden,-0.10578389054594073
package,leiden,0.048465297124971496
package,leiden,-0.07169786094320185
package,leiden,0.03134646378589501
package,leiden,-0.0596125121840233
package,leiden,-0.07659513164263343
package,leiden,-0.0743664612459426
package,leiden,-0.04280270408144682
package,leiden,-0.044083514937705126
package,leiden,-0.09117524913351938
package,leiden,-0.08814932983915624
package,leiden,-0.06818430976484957
package,leiden,0.08561666024968162
package,leiden,-0.043176027354615454
package,leiden,-0.01035849321348381
package,leiden,0.04830765448875951
package,leiden,-0.048908227612880384
package,leiden,-0.09340266121641261
package,leiden,-0.06176418342244028
package,leiden,0.02422380672778035
package,leiden,-0.1923267097039021
package,leiden,-0.05917798816530573
package,leiden,-0.10939116083261147
package,leiden,-0.016371287878388152
package,leiden,-0.057287299673640435
package,leiden,-0.057190933169808056
package,leiden,-0.1591593499662155
package,leiden,-0.03148412712257076
package,leiden,-0.028975272940937824
package,leiden,-0.006573913335619075
package,leiden,-0.051482782079126155
package,leiden,-0.1358664054940194
package,leiden,-0.2466572000864793
package,leiden,-0.15236119851929164
package,leiden,0.016619456792621445
package,leiden,-0.10612874515705661
package,leiden,0.05596855038105175
package,leiden,0.0002872491515246711
package,leiden,-0.05565714082033768
package,leiden,-0.013609073844163766
package,leiden,0.06487499105868899
package,leiden,-0.17845433529617227
package,leiden,-0.05063777257770741
package,leiden,-0.031911869564728135
package,leiden,-0.16101322908111104
package,leiden,-0.08978086198753021
package,leiden,-0.020611485293554166
package,leiden,-0.06844350093313267
package,leiden,-0.193470623518595
package,leiden,0.027552578003725126
package,leiden,-0.07620856969159828
package,leiden,-0.09529161681129872
package,leiden,0.03385435764219158
package,leiden,0.14263742891961506
package,leiden,-0.06607946988872171
package,leiden,-0.06268617594969017
package,leiden,-0.07451943359784008
package,leiden,-0.02776654622757302
package,leiden,-0.07648217976313765
package,leiden,-0.12445058165416734
package,leiden,0.1125261718303665
package,leiden,-0.026056597467940756
package,leiden,-0.01931339204778626
package,leiden,-0.055213392755018464
package,leiden,-0.10006069063271694
package,leiden,-0.08654475085233315
package,leiden,-0.038776664975067154
package,leiden,-0.06596373264324085
package,leiden,-0.015711116379828582
package,leiden,-0.03241931665713926
package,leiden,-0.11633875330302779
package,leiden,0.0848913311260312
package,leiden,-0.1485264553264224
package,leiden,-0.02295083722466318
package,leiden,0.1596289746158811
package,leiden,-0.064331260250575
package,leiden,-0.1632440698567379
package,leiden,-0.00314443143104437
package,leiden,-0.07975771323343706
package,leiden,-0.014752124029244973
package,leiden,-0.06024986863076787
package,leiden,-0.08080849691728698
package,leiden,-0.008541516383345993
package,leiden,-0.04137975145355122
package,leiden,-0.07240588311868945
package,leiden,-0.13332353781989692
package,leiden,-0.14585292695005425
package,leiden,-0.024331193185659128
package,leiden,-0.029362351807223352
package,leiden,-0.059665599005187864
package,leiden,-0.15101969275170712
package,leiden,-0.2002639672188239
package,leiden,0.09400836446219563
package,leiden,0.13420045640473066
package,leiden,-0.13575857109045741
package,leiden,-0.09223345142762185
package,leiden,0.02518050083893708
package,leiden,-0.10392803165399545
package,leiden,-0.05741968775933559
package,leiden,-0.1115304536356555
package,leiden,-0.1586200136619983
package,leiden,-0.11284401008647227
package,leiden,-0.0702064058907661
package,leiden,-0.014813398724480065
package,leiden,0.032323926812801496
package,leiden,-0.11311677160274314
package,leiden,-0.09440235273575148
package,leiden,-0.08104544220204113
package,leiden,-0.05354861736322447
package,leiden,-0.1061847711125683
package,leiden,-0.10793992317095591
package,leiden,-0.07944648209989769
package,leiden,-0.014056173496382662
package,leiden,0.0028516238284804762
package,leiden,-0.14438056249466114
package,leiden,-0.12904571077108473
package,leiden,-0.09550069161497654
package,leiden,0.0029451548639788383
package,leiden,-0.022377222958531062
package,leiden,-0.07284915917200407
package,leiden,-0.02168718523359703
package,leiden,-0.18516545950824215
package,leiden,-0.034812421793349535
package,leiden,-0.06272212657526599
package,leiden,0.04186759967501985
package,leiden,-0.005771070418281621
package,leiden,-0.03998149314089883
package,leiden,-0.035892983694635894
package,leiden,0.0477566899243721
package,leiden,0.018678088196900644
package,leiden,-0.006491910111643628
package,leiden,-0.03611964581046467
package,leiden,-0.14908593688280003
package,leiden,-0.10887622027204502
package,leiden,-0.10443668008746665
package,leiden,0.012351584325407172
package,leiden,-0.049584610407457874
package,leiden,-0.08274214365098198
package,leiden,-0.04069410686521491
package,leiden,-0.0869432907519696
package,leiden,-0.13350016477777105
package,leiden,-0.01956010544597475
package,leiden,-0.04714543858073117
package,leiden,-0.09998368508620548
package,leiden,-0.2086941962906964
package,leiden,-0.08953286594072085
package,leiden,-0.16321255345537533
package,leiden,-0.07123245704208503
package,leiden,-0.22602030268093254
package,leiden,0.026958821593874305
package,leiden,0.03609536937768221
package,leiden,-0.056382938598734
package,leiden,-0.07295723659840292
package,leiden,-0.05166856094094041
package,leiden,-0.055537432782269414
package,leiden,0.06783976098833144
package,leiden,-0.10348092368901252
package,leiden,-0.045767313939320764
package,leiden,-0.06664672823061024
package,leiden,-0.1618940126956201
package,leiden,0.07676508180386543
package,leiden,-0.06164784277438584
package,leiden,-0.04092346493142296
package,leiden,-0.08429997243342302
package,leiden,0.028600721577079602
package,leiden,-0.0056743206042828565
package,leiden,0.06569771823443471
package,leiden,-0.045569691177901106
package,leiden,0.022607602685718597
package,leiden,-0.09959671443709961
package,leiden,-0.08596077814829306
package,leiden,-0.07843449893429721
package,leiden,-0.06934875955866193
package,leiden,-0.08611363375027759
package,leiden,0.08942196867331653
package,leiden,-0.021115127514188203
package,leiden,-0.00075740262249957
package,leiden,-0.02315848808501797
package,leiden,-0.11118268967154799
package,leiden,-0.014876565292011201
package,leiden,-0.09602995205543863
package,leiden,-0.0517455342115033
package,leiden,0.05642567074133742
package,leiden,-0.007399439470814451
package,leiden,-0.12895038592449215
package,leiden,-0.10783867742853692
package,leiden,-0.03125105876323386
package,leiden,-0.03435166190957328
package,leiden,-0.10138186315599718
package,leiden,0.03736597361999472
package,leiden,0.0126166637055114
package,leiden,0.07259314356394897
package,leiden,-0.07402272756363437
package,leiden,-0.10298194766120106
package,leiden,0.04021718280692432
package,leiden,0.08379821580358782
package,leiden,-0.1552211561790695
package,leiden,0.005575731578383869
package,leiden,-0.08730225983162432
package,leiden,-0.11861602700778706
package,leiden,-0.1401315397423879
package,leiden,0.007791924539318207
package,leiden,-0.16432882827051132
package,leiden,-0.03848109876321204
package,leiden,-0.043955680584150114
package,leiden,-0.06521276911794194
package,leiden,-0.08099731045210656
package,leiden,-0.10636732597418974
package,leiden,-0.048270707075103836
package,leiden,-0.06662910772693431
package,leiden,-0.008101249100510577
package,leiden,-0.008975637323179408
package,leiden,0.018794807814996872
package,leiden,-0.012769509911149002
package,leiden,0.011759368587878516
package,leiden,-0.11554451985415748
package,leiden,-0.05849152417142933
package,leiden,-0.12581709227652205
package,leiden,-0.08211346376513662
package,leiden,-0.06223042849081262
package,leiden,0.03755205557750807
package,leiden,-0.02954877499670361
package,leiden,-0.10274519753263289
package,leiden,-0.0639098058970855
package,leiden,-0.053280423064803184
package,leiden,0.004751922262561048
package,leiden,-0.054104335265483416
package,leiden,-0.07851703514740282
package,leiden,-0.007962635964223419
package,leiden,-0.05518516466739032
package,leiden,-0.08409893268512914
package,leiden,-0.1359783858796596
package,leiden,-0.10440330290814681
package,leiden,-0.09081586977328393
package,leiden,-0.10260035905505815
package,leiden,0.08127322382592461
package,leiden,-0.23474887071376715
package,leiden,-0.01742957103866616
package,leiden,-0.07076608142893515
package,leiden,-0.12117452592819822
package,leiden,-0.0785875566779679
package,leiden,-0.11763571867741063
package,leiden,-0.09816026110518405
package,leiden,0.09871233941811308
package,leiden,-0.007466636290263229
package,leiden,-0.1687985730139342
package,leiden,-0.10659705757243632
package,leiden,-0.0949443068669441
package,leiden,-0.16042681861420927
package,leiden,-0.03468226857036305
package,leiden,-0.04566732018367192
package,leiden,-0.009948217361114176
package,leiden,-0.005433115764520213
package,leiden,-0.11372925701229486
package,leiden,0.15452356198742245
package,leiden,0.0026561924522692237
package,leiden,-0.19120653523393372
package,leiden,-0.002089567720260699
package,leiden,-0.03242973806469707
package,leiden,-0.12557934257028391
package,leiden,0.038496191640023936
package,leiden,0.07190445443418225
package,leiden,-0.12362770796679567
package,leiden,-0.04218771774857133
package,leiden,-0.16919274115857363
package,leiden,-0.017800574804312408
package,leiden,-0.07215443442017322
package,leiden,-0.054346387227069526
package,leiden,-0.07726376190207362
package,leiden,-0.10724922575268159
package,leiden,-0.06239502952624543
package,leiden,0.05280332227795881
package,leiden,-0.10616620857038761
package,leiden,-0.16861557661234305
package,leiden,-0.08039504187299029
package,leiden,0.009687631682176234
package,leiden,0.02638689234418068
package,leiden,-0.0761993341122893
package,leiden,-0.06321816105535916
package,leiden,-0.00044516395858895663
package,leiden,-0.05057752927347203
package,leiden,0.033528809640636315
package,infomap,-0.12651974826055656
package,infomap,-0.012329762719641368
package,infomap,-0.004805158135500531
package,infomap,0.08450494547141729
package,infomap,0.023322646398803437
package,infomap,-0.1413667319411579
package,infomap,-0.006506763987849329
package,infomap,0.0719572371668793
package,infomap,-0.11706725204923851
package,infomap,-0.09779312123888295
package,infomap,0.09750265406612602
package,infomap,0.044404580341540156
package,infomap,-0.01634543266557631
package,infomap,0.19802627481478285
package,infomap,-0.16122420581033725
package,infomap,0.3054911194268155
package,infomap,-0.13534041968279875
package,infomap,-0.08162334597801779
package,infomap,-0.09617251539912497
package,infomap,-0.1301511645136182
package,infomap,-0.09793496685696623
package,infomap,-0.16259171310721476
package,infomap,0.08041496188258157
package,infomap,-0.18890864491487824
package,infomap,-0.05264885237165573
package,infomap,-0.2317413412512368
package,infomap,0.06202996817609374
package,infomap,0.05812791599733502
package,infomap,-0.028793166398800585
package,infomap,0.1356490748258674
package,infomap,0.05440607444016765
package,infomap,-0.054817056807988096
package,infomap,0.02338422621204106
package,infomap,0.03248324468206365
package,infomap,-0.011025832677377334
package,infomap,0.04127746410295463
package,infomap,-0.09928771494025146
package,infomap,-0.006177910038917878
package,infomap,-0.09670526295640802
package,infomap,0.027998086522524446
package,infomap,-0.00023015451120023123
package,infomap,-0.0776628051487579
package,infomap,0.043485522928219944
package,infomap,-0.12221089629186244
package,infomap,-0.09032332153830669
package,infomap,-0.007076192684522753
package,infomap,-0.06913349098997357
package,infomap,-0.023239349143824417
package,infomap,-0.09263877608242366
package,infomap,-0.035130134948746505
package,infomap,-0.09344516035420436
package,infomap,-0.06499332069790609
package,infomap,-0.04422677019047172
package,infomap,0.05615050706415792
package,infomap,-0.027003463250637183
package,infomap,-0.057251273622595855
package,infomap,-0.1808711176360449
package,infomap,0.06267301352362176
package,infomap,-0.24554250787157117
package,infomap,0.07445038924043446
package,infomap,0.04476108504143872
package,infomap,-0.1779370532562099
package,infomap,0.060183770143416915
package,infomap,0.023741785467275456
package,infomap,0.04276967944270815
package,infomap,-0.1283293740263507
package,infomap,0.14807935027960306
package,infomap,0.010998623779470917
package,infomap,0.09108743436558231
package,infomap,-0.02597799159257752
package,infomap,-0.08265925607789515
package,infomap,-0.02149953305973784
package,infomap,-0.10496337234598885
package,infomap,-0.03606673456157039
package,infomap,0.0949065351855154
package,infomap,0.009998384963698315
package,infomap,0.0015337082145506775
package,infomap,-0.07085966192248738
package,infomap,0.1408998863540193
package,infomap,0.09133823203520697
package,infomap,0.032248216111295136
package,infomap,0.01411237186297698
package,infomap,-0.06421846505820628
package,infomap,0.06708988709569752
package,infomap,0.029673957166744702
package,infomap,0.04679197559601045
package,infomap,0.020670928533226496
package,infomap,-0.02302695735598126
package,infomap,-0.09421899835954717
package,infomap,0.0080407354669626
package,infomap,-0.016825551224103785
package,infomap,-0.08404246607100652
package,infomap,-0.0012519970847958417
package,infomap,-0.029057462032925918
package,infomap,0.04509414620842456
package,infomap,-0.015617405544972818
package,infomap,0.0624212730096283
package,infomap,0.07612048244335812
package,infomap,-0.1966017187688227
package,infomap,0.03483994916925637
package,infomap,-0.08560560984744325
package,infomap,-0.07878284984933281
package,infomap,-0.13017727467808093
package,infomap,0.06768383992393445
package,infomap,0.005820221102486367
package,infomap,-0.0085591948264232
package,infomap,-0.06865870243740313
package,infomap,0.05192169757710441
package,infomap,-0.002014050836923409
package,infomap,0.0018382363779552158
package,infomap,0.04116292231456753
package,infomap,0.060313532408906245
package,infomap,-0.06090649651154878
package,infomap,-0.07330518450673784
package,infomap,-0.12076923025142394
package,infomap,-0.005149976541259149
package,infomap,-0.19992254238601914
package,infomap,-0.04646341429596357
package,infomap,-0.043427836014454546
package,infomap,0.05953408848367037
package,infomap,-0.10176233772815113
package,infomap,0.04126998287998429
package,infomap,-0.034467539230509936
package,infomap,0.08411137974788763
package,infomap,-0.004978696360735446
package,infomap,0.16234981921534297
package,infomap,-0.040440464599642456
package,infomap,-0.23208301043295188
package,infomap,-0.05097339902659903
package,infomap,0.19026364953743835
package,infomap,-0.1277905448671839
package,infomap,0.066096472767319
package,infomap,0.006945160414799423
package,infomap,-0.01024535689485273
package,infomap,-0.08120294589406374
package,infomap,-0.23194548116278568
package,infomap,-0.03492905952389769
package,infomap,0.06338789616120899
package,infomap,-0.03606859007588703
package,infomap,-0.1724026240070683
package,infomap,-0.04596401252262283
package,infomap,-0.016946761630662444
package,infomap,0.10825463726720574
package,infomap,-0.018585962881565887
package,infomap,0.014763624354011129
package,infomap,0.06455456362798162
package,infomap,-0.1443976843399002
package,infomap,-0.22917073764648954
package,infomap,-0.15146176085537533
package,infomap,-0.05520259655151505
package,infomap,0.043011878559253036
package,infomap,-0.018900143792396906
package,infomap,-0.08569835866013165
package,infomap,-0.13569659504605625
package,infomap,0.0197477927493811
package,infomap,-0.21616363587566356
package,infomap,0.05953199112420349
package,infomap,-0.031969744380873855
package,infomap,-0.027020583119553354
package,infomap,-0.06508757348392291
package,infomap,-0.11281804464312073
package,infomap,0.11467710343691584
package,infomap,0.1074757604512484
package,infomap,-0.07386110917716815
package,infomap,-0.035641800023052284
package,infomap,-0.0036146576288381693
package,infomap,0.022047360906761182
package,infomap,-0.07039986389086006
package,infomap,-0.03852186656402967
package,infomap,-0.010581091286326338
package,infomap,0.09850525399752552
package,infomap,-0.255192279156886
package,infomap,-0.1061453523894037
package,infomap,0.03590301371522686
package,infomap,-0.1223368711648094
package,infomap,-0.1262373934340314
package,infomap,-0.2719033679577272
package,infomap,-0.018128951033649976
package,infomap,-0.20880735353356317
package,infomap,0.043072061321649424
package,infomap,-0.10773914477041358
package,infomap,-0.008050414846964338
package,infomap,-0.03201621838644697
package,infomap,0.14571022885503715
package,infomap,-0.01760180316404425
package,infomap,-0.06014347748237847
package,infomap,-0.06764130066173046
package,infomap,-0.13924586560987262
package,infomap,-0.06005718966838214
package,infomap,-0.17589342522084994
package,infomap,-0.0127988237745984
package,infomap,-0.048329311865163205
package,infomap,0.06474046222812646
package,infomap,-0.055213392755018464
package,infomap,-0.07994526008290137
package,infomap,-0.013695900100320402
package,infomap,-0.038776664975067265
package,infomap,-0.2501348837957197
package,infomap,-0.1031610141554602
package,infomap,-0.05654067471971291
package,infomap,-0.10620185681176242
package,infomap,0.08102232880051086
package,infomap,-0.2402459344014064
package,infomap,0.04771451072692767
package,infomap,0.1590172375563792
package,infomap,
package,infomap,-0.014977477103823356
package,infomap,0.005665778099112728
package,infomap,
package,infomap,0.08983725355787697
package,infomap,0.019245426408495026
package,infomap,-0.12514112777650677
package,infomap,0.029265014147651147
package,infomap,-0.22358649562798283
package,infomap,-0.2867257304045725
package,infomap,-0.13389135159912058
package,infomap,-0.2676013606702752
package,infomap,-0.019619520058401174
package,infomap,-0.03163201984945596
package,infomap,0.03213482478113616
package,infomap,-0.2625756249597103
package,infomap,0.02599359616140995
package,infomap,0.11727056114245094
package,infomap,0.12742275052920693
package,infomap,-0.2672785337893929
package,infomap,-0.12144658614334036
package,infomap,-0.02036633237253127
package,infomap,-0.030841819361660527
package,infomap,0.013028212417848684
package,infomap,-0.22094535157320294
package,infomap,-0.03346053792463699
package,infomap,-0.3360842412064331
package,infomap,-0.18080482635851114
package,infomap,0.06779563764642926
package,infomap,0.04700993254028529
package,infomap,-0.0857793287586186
package,infomap,-0.15842256420621326
package,infomap,0.09489480127328498
package,infomap,-0.005952457658204291
package,infomap,-0.27955131787767085
package,infomap,-0.24386437454468368
package,infomap,-0.1289175310548507
package,infomap,-0.050006129612963135
package,infomap,-0.03526634450628441
package,infomap,-0.15262334925250187
package,infomap,0.0318994248944382
package,infomap,-0.05352215511270764
package,infomap,-0.09341897813651989
package,infomap,0.08424524789229959
package,infomap,-0.013096558398561386
package,infomap,-0.053237548593349726
package,infomap,-0.21748539590615545
package,infomap,-0.0690092516620775
package,infomap,-0.20099347620359653
package,infomap,-0.0011143967153406376
package,infomap,0.033471662842178396
package,infomap,-0.10195879943218467
package,infomap,0.033581584786926966
package,infomap,0.05171644139929388
package,infomap,-0.09920821293306992
package,infomap,0.04106634304352397
package,infomap,0.0825075633751341
package,infomap,-0.15243681676604148
package,infomap,-0.19164904766986046
package,infomap,-0.21501568835439244
package,infomap,0.000260183026948968
package,infomap,-0.140099733421977
package,infomap,-0.04285157350338453
package,infomap,-0.19175190455765312
package,infomap,-0.12343329991353269
package,infomap,0.008375976499347182
package,infomap,0.03583512122402166
package,infomap,-0.060095275477721866
package,infomap,-0.28080316524783344
package,infomap,-0.220612210654188
package,infomap,0.054152441997136314
package,infomap,-0.22866431155925737
package,infomap,-0.11265862769210477
package,infomap,-0.17210990929948
package,infomap,0.040094434932225975
package,infomap,-0.032151614257508565
package,infomap,-0.06940288448316123
package,infomap,-0.12927579468330153
package,infomap,-0.09744445133214008
package,infomap,0.07265093164418013
package,infomap,0.07205994203950283
package,infomap,-0.04399203973591315
package,infomap,-0.00792844077247079
package,infomap,0.047975549824123664
package,infomap,-0.24333758448167409
package,infomap,-0.026287794070792958
package,infomap,-0.03613888613804417
package,infomap,0.06369211473170988
package,infomap,-0.09128929562160248
package,infomap,0.040278828598464655
package,infomap,-0.052494382776544946
package,infomap,0.024051394926797198
package,infomap,-0.1318615114459557
package,infomap,0.05125601039160421
package,infomap,-0.021199844100196263
package,infomap,-0.15976841881164783
package,infomap,-0.118381053988317
package,infomap,-0.15009856877010663
package,infomap,-0.08910478572919567
package,infomap,0.05982810402221872
package,infomap,-0.18214634180051104
package,infomap,0.04458819131805336
package,infomap,-0.15086790000491568
package,infomap,-0.1218748226523576
package,infomap,-0.03300307210691822
package,infomap,0.03282982169437798
package,infomap,-0.17854774198707535
package,infomap,-0.2273768983772323
package,infomap,-0.016375479130166126
package,infomap,-0.20811906363715982
package,infomap,-0.2228203126360243
package,infomap,-0.0014759256338731097
package,infomap,0.00985128360054921
package,infomap,-0.036776392977438954
package,infomap,-0.06063478506648301
package,infomap,-0.10677815267689483
package,infomap,0.06665662823321372
package,infomap,0.008883121368343794
package,infomap,-0.1992487115628816
package,infomap,0.08063497852318069
package,infomap,0.0727967059359127
package,infomap,-0.1951674100074574
package,infomap,0.040417573657672734
package,infomap,-0.008373345428351553
package,infomap,-0.13371887435519914
package,infomap,-0.1139813129446382
package,infomap,0.04674557613895802
package,infomap,-0.2872843473665708
package,infomap,-0.008864392464170257
package,infomap,-0.04714216501375956
package,infomap,-0.2406478628006561
package,infomap,-0.07084288189307275
package,infomap,-0.006990490998357135
package,infomap,-0.15022160022579634
package,infomap,-0.11345496212644535
package,infomap,0.05802912721675013
package,infomap,0.03571480380780423
package,infomap,-0.0389117986031009
package,infomap,-0.10885578861245437
package,infomap,0.0714427807473359
package,infomap,-0.01895794219595559
package,infomap,-0.06713386148596523
package,infomap,-0.129310865637964
package,infomap,-0.05327510210078956
package,infomap,0.008031508046494884
package,infomap,0.0653059821763321
package,infomap,-0.010096270863566792
package,infomap,-0.10051944938747048
package,infomap,-0.18359972193292318
package,infomap,0.002397838141604214
package,infomap,0.03248567558260462
package,infomap,-0.12569282291560957
package,infomap,-0.10632045982471083
package,infomap,0.018000955914470373
package,infomap,-0.14997604648516472
package,infomap,-0.12734835971135083
package,infomap,-0.1393754931236857
package,infomap,-0.20159577182382915
package,infomap,-0.28004897982709753
package,infomap,0.03483404115040156
package,infomap,0.07984778019333916
package,infomap,0.06438018855702354
package,infomap,0.03877523580230213
package,infomap,-0.056282514523516625
package,infomap,-0.23807483264162066
package,infomap,-0.0890374611935486
package,infomap,-0.20785850567329445
package,infomap,-0.19565445358197053
package,infomap,0.10506653531069032
package,infomap,-0.012826005126119422
package,infomap,-0.2705044482943785
package,infomap,-0.16686240754141335
package,infomap,-0.008258362580418566
package,infomap,0.13519713375004938
package,infomap,-0.3293016253911789
package,infomap,0.029996779087578362
package,infomap,0.030115390112256057
package,infomap,0.05884145643065397
package,infomap,-0.21210814857482352
package,infomap,0.18412631993016204
package,infomap,-0.08235411561474704
package,infomap,-0.3108050836666516
package,infomap,-0.061190928932340016
package,infomap,-0.09489819393450427
package,infomap,0.09229963581012313
package,infomap,0.08704878039982278
package,infomap,0.10699875694744798
package,infomap,-0.1035108435110097
package,infomap,-0.12009819112658271
package,infomap,-0.20437948951385898
