,cohesion,comm_algorithm,dep_sim_corr,feature_algorithm,inter_similarity,project,silhouette
3182,0.9288510961779367,infomap,0.2840419431127725,document,0.9187377633872689,reactor-core,0.11698807924686974
3183,0.8663519683857338,infomap,-0.036683968072491864,document,0.9695729855492576,realm-java,0.09624479150883747
3184,0.9376606301569007,infomap,-0.5139033203882132,document,0.9423836862490461,reflections,0.009977278625895312
3185,0.8843526776482064,infomap,-0.2865068423881245,document,0.9715404029985452,requery,-0.04242346438954138
3186,0.882111268178762,infomap,-0.9999999999999999,document,0.9760906190633636,rest-assured,-0.07159759706291202
3187,0.9078775632465956,infomap,0.2545875907947331,document,0.9116196948955826,rest.li,-0.10385631817784263
3188,0.9487761316752548,infomap,0.10262525275848214,document,0.9275057920996411,Resteasy,-0.3609024310404665
3189,0.8641158528122558,infomap,-1.0,document,0.9838391895614664,RestExpress,0.10119943446520702
3190,0.91337369296576,infomap,-0.9999999999999998,document,0.9533419529581568,restlet-framework-java,-0.1983696542556777
3191,0.9416186417626738,infomap,-0.13689848769877416,document,0.9541714095897945,restQL-java,0.034397761702461525
3192,0.9265789123537395,infomap,0.25615149959210415,document,0.9376695676259794,retrofit,0.27386644982171704
3193,0.9431283944193537,infomap,-0.21981570158102653,document,0.9401161413986182,riptide,0.00429666829185647
3194,0.9126817252710886,infomap,-0.21186876994023227,document,0.919521297796295,rocker,-0.1777479705533767
3195,0.8876293745410723,infomap,0.27486447157983973,document,0.9369251097842769,rocketmq,0.021252085264270873
3196,0.9619549046560514,infomap,0.14768088658548215,document,0.9093609995622631,RxJava,-0.24176719929811288
3197,0.899489767671032,infomap,-0.4494785434396901,document,0.9533414736475614,scalecube-services,-0.10699961507270586
3198,0.9016179369423697,infomap,0.08888075169782778,document,0.9181588086373239,seata,-0.09898740747044123
3199,0.923458108078629,infomap,-0.5945213843932597,document,0.9220412573907606,selma,0.1625821616040404
3200,0.9171300013157171,infomap,0.29439635235388395,document,0.9540999902612682,Sentinel,-0.16030556715442096
3201,0.8869125197820387,infomap,0.1919909728526674,document,0.9725687687529132,servicetalk,-0.03563935599030347
3202,0.9765030658340912,infomap,-1.0,document,0.9352379566283605,ShedLock,-0.18374271893433194
3203,0.8578313340743048,infomap,-0.09119353156765019,document,0.9827069269999471,shiro,0.07248690719101314
3204,0.9281499250178203,infomap,-0.279747592697718,document,0.9351213053990163,siddhi,-0.1365243290862843
3205,0.953582005428689,infomap,-0.8225379364976666,document,0.9301407128336768,simple-binary-encoding,-0.032059303165678725
3206,0.8914058826489826,infomap,0.1252066657704514,document,0.9772301527137185,simple-java-mail,0.048274436619923124
3207,0.9428450612639366,infomap,0.17918657363117085,document,0.8827421093265015,SimpleFlatMapper,0.02342163579902046
