0  ,0 ,3  ,91,0 ,0
4  ,0 ,164,56,28,0
20 ,26,0  ,28,1 ,0
109,4 ,56 ,0 ,0 ,0
0  ,25,16 ,1 ,0 ,0
0  ,0 ,0  ,0 ,0 ,0
