0,0 ,2 ,0 ,0  ,0 ,0 ,0 ,6 ,0 ,0,0 ,0 ,2 ,0 ,0,0,0,0,0,0,0,0
0,0 ,34,0 ,0  ,11,14,0 ,0 ,16,2,0 ,0 ,0 ,39,0,9,3,0,0,0,0,0
0,0 ,0 ,0 ,0  ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,0 ,4 ,0 ,131,18,0 ,26,4 ,32,0,3 ,22,74,2 ,0,0,0,0,0,0,0,0
5,9 ,3 ,2 ,0  ,13,4 ,44,25,18,0,12,0 ,2 ,10,0,0,0,0,0,0,1,0
0,3 ,24,4 ,10 ,0 ,9 ,6 ,0 ,41,0,0 ,0 ,0 ,26,5,0,0,0,0,0,0,2
0,10,18,0 ,0  ,15,0 ,0 ,0 ,30,0,0 ,0 ,0 ,14,8,0,0,0,0,0,0,0
0,0 ,1 ,12,28 ,4 ,0 ,0 ,10,11,1,2 ,0 ,2 ,1 ,0,0,0,0,0,0,0,0
0,0 ,4 ,0 ,0  ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,2 ,0 ,0,0,0,0,0,0,0,0
0,12,20,0 ,24 ,41,9 ,8 ,0 ,0 ,0,0 ,0 ,0 ,12,3,0,0,0,0,0,0,0
0,0 ,1 ,0 ,0  ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,0 ,0 ,0 ,1  ,0 ,0 ,0 ,1 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
1,0 ,0 ,24,7  ,0 ,0 ,4 ,0 ,0 ,0,3 ,0 ,39,0 ,0,0,0,0,0,0,0,0
0,0 ,4 ,0 ,0  ,0 ,0 ,0 ,4 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,5 ,13,0 ,0  ,7 ,3 ,0 ,0 ,1 ,0,0 ,0 ,0 ,0 ,0,1,0,0,0,0,0,0
0,1 ,1 ,0 ,0  ,1 ,0 ,0 ,0 ,4 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,5 ,5 ,0 ,0  ,3 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,1 ,0,0,0,0,1,0,0,0
0,0 ,0 ,0 ,0  ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,0 ,0 ,1 ,3  ,1 ,0 ,3 ,1 ,0 ,0,0 ,0 ,1 ,0 ,0,0,0,0,0,0,0,0
0,0 ,0 ,0 ,0  ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,0 ,0 ,0 ,0  ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,0 ,0 ,0 ,0  ,0 ,0 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
0,0 ,1 ,0 ,0  ,0 ,1 ,0 ,0 ,0 ,0,0 ,0 ,0 ,0 ,0,0,0,0,0,0,0,0
